,userId,movieId,rating,tag,title,genres
78,219,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
79,220,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
80,223,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
81,226,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
82,229,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
83,232,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
84,233,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
85,234,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
86,239,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
87,240,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
88,247,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
89,249,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
90,252,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
91,254,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
92,263,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
93,264,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
94,266,1,2.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
95,269,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
96,270,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
97,273,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
98,274,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
99,275,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
100,276,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
101,277,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
102,279,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
103,280,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
104,282,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
105,283,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
106,288,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
107,290,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
108,291,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
109,292,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
110,293,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
111,298,1,2.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
112,304,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
113,307,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
114,314,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
115,322,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
116,323,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
117,328,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
118,330,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
119,332,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
120,334,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
121,336,1,4.0,pixar,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
122,337,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
123,339,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
124,341,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
125,347,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
126,350,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
127,353,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
128,357,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
129,359,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
130,364,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
131,367,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
132,372,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
133,373,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
134,378,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
135,380,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
136,381,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
137,382,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
138,385,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
139,389,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
140,391,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
141,396,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
142,399,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
143,401,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
144,411,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
145,412,1,2.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
146,414,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
147,420,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
148,422,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
149,432,1,2.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
150,434,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
151,436,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
152,438,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
153,443,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
154,448,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
155,451,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
156,453,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
157,456,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
158,460,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
159,462,1,1.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
160,468,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
161,469,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
162,470,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
163,471,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
164,474,1,4.0,pixar,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
165,476,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
166,477,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
167,480,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
168,483,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
169,484,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
170,488,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
171,490,1,3.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
172,492,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
173,500,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
174,504,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
175,509,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
176,514,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
177,517,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
178,522,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
179,524,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
180,525,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
181,528,1,2.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
182,529,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
183,533,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
184,534,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
185,541,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
186,544,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
187,550,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
188,555,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
189,559,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
190,560,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
191,561,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
192,562,1,4.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
193,567,1,3.5,fun,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
194,570,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
195,572,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
196,573,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
197,579,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
198,580,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
199,584,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
200,587,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
201,590,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
202,596,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
203,597,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
204,599,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
205,600,1,2.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
206,601,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
207,603,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
208,604,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
209,605,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
210,606,1,2.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
211,607,1,4.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
212,608,1,2.5,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
213,609,1,3.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
214,610,1,5.0,,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
572,1,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
573,5,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
574,6,50,1.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
575,7,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
576,8,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
577,16,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
578,17,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
579,18,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
580,23,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
581,24,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
582,28,50,3.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
583,29,50,3.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
584,32,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
585,33,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
586,35,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
587,38,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
588,39,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
589,41,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
590,42,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
591,45,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
592,46,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
593,54,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
594,57,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
595,58,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
596,60,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
597,61,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
598,63,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
599,64,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
600,66,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
601,68,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
602,69,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
603,72,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
604,80,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
605,84,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
606,88,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
607,91,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
608,96,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
609,103,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
610,105,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
611,109,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
612,112,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
613,117,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
614,122,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
615,124,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
616,131,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
617,132,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
618,133,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
619,140,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
620,142,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
621,145,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
622,152,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
623,156,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
624,160,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
625,162,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
626,166,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
627,174,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
628,177,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
629,178,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
630,182,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
631,187,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
632,191,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
633,195,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
634,197,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
635,198,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
636,199,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
637,202,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
638,211,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
639,215,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
640,217,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
641,219,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
642,220,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
643,221,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
644,222,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
645,228,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
646,233,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
647,237,50,2.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
648,239,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
649,241,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
650,246,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
651,247,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
652,249,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
653,254,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
654,260,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
655,261,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
656,262,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
657,266,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
658,268,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
659,274,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
660,275,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
661,278,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
662,279,50,3.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
663,280,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
664,282,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
665,287,50,3.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
666,290,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
667,294,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
668,295,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
669,296,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
670,297,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
671,298,50,3.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
672,301,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
673,305,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
674,307,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
675,308,50,2.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
676,309,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
677,313,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
678,314,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
679,317,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
680,322,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
681,323,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
682,326,50,2.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
683,327,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
684,328,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
685,329,50,2.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
686,330,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
687,331,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
688,332,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
689,335,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
690,336,50,5.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
691,337,50,3.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
692,338,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
693,343,50,4.5,,Usual Suspects  The (1995),Crime|Mystery|Thriller
694,346,50,4.0,,Usual Suspects  The (1995),Crime|Mystery|Thriller
