,userId,movieId,rating,tag,title,genres
257,492,3,4.0,,Grumpier Old Men (1995),Comedy|Romance
258,501,3,5.0,,Grumpier Old Men (1995),Comedy|Romance
259,544,3,3.0,,Grumpier Old Men (1995),Comedy|Romance
260,552,3,1.0,,Grumpier Old Men (1995),Comedy|Romance
261,555,3,5.0,,Grumpier Old Men (1995),Comedy|Romance
262,588,3,3.0,,Grumpier Old Men (1995),Comedy|Romance
263,590,3,3.0,,Grumpier Old Men (1995),Comedy|Romance
264,594,3,4.0,,Grumpier Old Men (1995),Comedy|Romance
265,599,3,1.5,,Grumpier Old Men (1995),Comedy|Romance
266,608,3,2.0,,Grumpier Old Men (1995),Comedy|Romance
267,1,6,4.0,,Heat (1995),Action|Crime|Thriller
268,6,6,4.0,,Heat (1995),Action|Crime|Thriller
269,11,6,5.0,,Heat (1995),Action|Crime|Thriller
270,18,6,4.0,,Heat (1995),Action|Crime|Thriller
271,23,6,4.0,,Heat (1995),Action|Crime|Thriller
272,24,6,4.5,,Heat (1995),Action|Crime|Thriller
273,28,6,3.5,,Heat (1995),Action|Crime|Thriller
274,32,6,3.0,,Heat (1995),Action|Crime|Thriller
275,44,6,3.0,,Heat (1995),Action|Crime|Thriller
276,45,6,4.0,,Heat (1995),Action|Crime|Thriller
277,57,6,3.0,,Heat (1995),Action|Crime|Thriller
278,62,6,4.5,,Heat (1995),Action|Crime|Thriller
279,64,6,4.5,,Heat (1995),Action|Crime|Thriller
280,68,6,4.0,,Heat (1995),Action|Crime|Thriller
281,79,6,4.0,,Heat (1995),Action|Crime|Thriller
282,82,6,3.5,,Heat (1995),Action|Crime|Thriller
283,84,6,4.0,,Heat (1995),Action|Crime|Thriller
284,91,6,5.0,,Heat (1995),Action|Crime|Thriller
285,102,6,3.0,,Heat (1995),Action|Crime|Thriller
286,105,6,4.0,,Heat (1995),Action|Crime|Thriller
287,109,6,3.0,,Heat (1995),Action|Crime|Thriller
288,112,6,4.5,,Heat (1995),Action|Crime|Thriller
289,117,6,3.0,,Heat (1995),Action|Crime|Thriller
290,121,6,5.0,,Heat (1995),Action|Crime|Thriller
291,140,6,5.0,,Heat (1995),Action|Crime|Thriller
292,150,6,4.0,,Heat (1995),Action|Crime|Thriller
293,160,6,2.0,,Heat (1995),Action|Crime|Thriller
294,166,6,3.5,,Heat (1995),Action|Crime|Thriller
295,181,6,3.0,,Heat (1995),Action|Crime|Thriller
296,182,6,4.5,,Heat (1995),Action|Crime|Thriller
297,191,6,4.0,,Heat (1995),Action|Crime|Thriller
298,195,6,4.0,,Heat (1995),Action|Crime|Thriller
299,199,6,4.0,,Heat (1995),Action|Crime|Thriller
300,202,6,5.0,,Heat (1995),Action|Crime|Thriller
301,217,6,2.0,,Heat (1995),Action|Crime|Thriller
302,219,6,3.5,,Heat (1995),Action|Crime|Thriller
303,220,6,3.5,,Heat (1995),Action|Crime|Thriller
304,239,6,5.0,,Heat (1995),Action|Crime|Thriller
305,244,6,5.0,,Heat (1995),Action|Crime|Thriller
306,266,6,4.0,,Heat (1995),Action|Crime|Thriller
307,269,6,5.0,,Heat (1995),Action|Crime|Thriller
308,270,6,3.0,,Heat (1995),Action|Crime|Thriller
309,274,6,4.0,,Heat (1995),Action|Crime|Thriller
310,282,6,4.0,,Heat (1995),Action|Crime|Thriller
311,286,6,4.5,,Heat (1995),Action|Crime|Thriller
312,294,6,3.0,,Heat (1995),Action|Crime|Thriller
313,297,6,5.0,,Heat (1995),Action|Crime|Thriller
314,305,6,3.5,,Heat (1995),Action|Crime|Thriller
315,308,6,1.0,,Heat (1995),Action|Crime|Thriller
316,312,6,4.0,,Heat (1995),Action|Crime|Thriller
317,313,6,3.0,,Heat (1995),Action|Crime|Thriller
318,314,6,3.0,,Heat (1995),Action|Crime|Thriller
319,317,6,5.0,,Heat (1995),Action|Crime|Thriller
320,318,6,4.0,,Heat (1995),Action|Crime|Thriller
321,325,6,4.0,,Heat (1995),Action|Crime|Thriller
322,336,6,4.0,,Heat (1995),Action|Crime|Thriller
323,337,6,5.0,,Heat (1995),Action|Crime|Thriller
324,339,6,4.0,,Heat (1995),Action|Crime|Thriller
325,353,6,4.0,,Heat (1995),Action|Crime|Thriller
326,362,6,4.0,,Heat (1995),Action|Crime|Thriller
327,368,6,4.0,,Heat (1995),Action|Crime|Thriller
328,372,6,5.0,,Heat (1995),Action|Crime|Thriller
329,373,6,5.0,,Heat (1995),Action|Crime|Thriller
330,380,6,5.0,,Heat (1995),Action|Crime|Thriller
331,385,6,3.0,,Heat (1995),Action|Crime|Thriller
332,386,6,3.0,,Heat (1995),Action|Crime|Thriller
333,389,6,5.0,,Heat (1995),Action|Crime|Thriller
334,391,6,4.0,,Heat (1995),Action|Crime|Thriller
335,400,6,5.0,,Heat (1995),Action|Crime|Thriller
336,414,6,3.0,,Heat (1995),Action|Crime|Thriller
337,425,6,4.0,,Heat (1995),Action|Crime|Thriller
338,434,6,4.0,,Heat (1995),Action|Crime|Thriller
339,437,6,5.0,,Heat (1995),Action|Crime|Thriller
340,438,6,5.0,,Heat (1995),Action|Crime|Thriller
341,444,6,4.0,,Heat (1995),Action|Crime|Thriller
342,451,6,4.0,,Heat (1995),Action|Crime|Thriller
343,469,6,3.0,,Heat (1995),Action|Crime|Thriller
344,470,6,3.0,,Heat (1995),Action|Crime|Thriller
345,474,6,3.0,,Heat (1995),Action|Crime|Thriller
346,480,6,4.0,,Heat (1995),Action|Crime|Thriller
347,486,6,5.0,,Heat (1995),Action|Crime|Thriller
348,492,6,3.0,,Heat (1995),Action|Crime|Thriller
349,493,6,4.0,,Heat (1995),Action|Crime|Thriller
350,501,6,3.0,,Heat (1995),Action|Crime|Thriller
351,521,6,4.0,,Heat (1995),Action|Crime|Thriller
352,524,6,4.0,,Heat (1995),Action|Crime|Thriller
353,532,6,5.0,,Heat (1995),Action|Crime|Thriller
354,553,6,5.0,,Heat (1995),Action|Crime|Thriller
355,559,6,5.0,,Heat (1995),Action|Crime|Thriller
356,561,6,4.0,,Heat (1995),Action|Crime|Thriller
357,573,6,4.5,,Heat (1995),Action|Crime|Thriller
358,577,6,4.0,,Heat (1995),Action|Crime|Thriller
359,580,6,4.0,,Heat (1995),Action|Crime|Thriller
360,588,6,5.0,,Heat (1995),Action|Crime|Thriller
361,590,6,3.5,,Heat (1995),Action|Crime|Thriller
362,592,6,3.0,,Heat (1995),Action|Crime|Thriller
363,597,6,3.0,,Heat (1995),Action|Crime|Thriller
364,599,6,4.5,,Heat (1995),Action|Crime|Thriller
365,602,6,3.0,,Heat (1995),Action|Crime|Thriller
366,603,6,4.0,,Heat (1995),Action|Crime|Thriller
367,604,6,3.0,,Heat (1995),Action|Crime|Thriller
368,610,6,5.0,,Heat (1995),Action|Crime|Thriller
369,1,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
370,4,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
371,6,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
372,8,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
373,13,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
374,14,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
375,15,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
376,16,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
377,17,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
378,18,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
379,19,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
380,26,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
381,28,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
382,39,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
383,41,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
384,42,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
385,43,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
386,47,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
387,54,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
388,56,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
389,58,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
390,62,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
391,63,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
392,64,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
393,66,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
394,68,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
395,72,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
396,75,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
397,76,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
398,81,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
399,82,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
400,91,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
401,94,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
402,102,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
403,104,47,0.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
404,105,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
405,109,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
406,110,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
407,112,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
408,116,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
409,117,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
410,121,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
411,122,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
412,123,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
413,126,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
414,129,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
415,131,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
416,132,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
417,133,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
418,134,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
419,135,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
420,136,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
421,140,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
422,141,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
423,142,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
424,144,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
425,152,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
426,156,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
427,160,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
428,166,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
429,171,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
430,176,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
431,177,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
432,178,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
433,179,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
434,181,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
435,182,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
436,187,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
437,191,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
438,192,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
439,198,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
440,199,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
441,200,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
442,204,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
443,217,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
444,219,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
445,220,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
446,222,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
447,223,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
448,226,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
449,227,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
450,230,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
451,232,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
452,233,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
453,239,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
454,241,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
455,242,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
456,247,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
457,249,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
458,251,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
459,254,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
460,260,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
461,261,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
462,268,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
463,274,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
464,284,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
465,286,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
466,288,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
467,294,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
468,297,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
469,298,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
470,301,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
471,302,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
472,305,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
473,307,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
474,313,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
475,314,47,1.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
476,317,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
477,318,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
478,322,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
479,326,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
480,328,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
481,330,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
482,332,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
483,334,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
484,336,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
485,337,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
486,339,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
487,346,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
488,347,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
489,351,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
490,352,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
491,353,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
492,354,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
493,362,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
494,368,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
495,369,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
496,370,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
497,372,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
498,373,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
499,379,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
500,380,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
501,381,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
502,386,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
503,387,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
504,391,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
505,400,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
506,402,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
507,403,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
508,404,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
509,411,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
510,412,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
511,414,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
512,415,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
513,417,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
514,419,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
515,424,47,5.0,mystery|twist ending,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
516,425,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
517,426,47,0.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
518,432,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
519,433,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
520,434,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
521,437,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
522,441,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
523,444,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
524,445,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
525,446,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
526,448,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
527,452,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
528,453,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
529,462,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
530,464,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
531,468,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
532,469,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
533,470,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
534,474,47,4.0,serial killer,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
535,477,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
536,480,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
537,483,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
538,484,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
539,486,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
540,489,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
541,498,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
542,505,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
543,507,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
544,512,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
545,514,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
546,517,47,2.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
547,524,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
548,525,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
549,534,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
550,540,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
551,541,47,1.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
552,542,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
553,551,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
554,560,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
555,561,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
556,565,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
557,570,47,3.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
558,573,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
559,574,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
560,580,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
561,584,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
562,588,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
563,590,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
564,597,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
565,599,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
566,600,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
567,601,47,4.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
568,602,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
569,606,47,3.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
570,608,47,4.5,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
571,610,47,5.0,,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
831,1,101,5.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
832,103,101,4.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
833,221,101,4.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
834,249,101,3.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
835,260,101,2.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
836,274,101,3.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
837,275,101,5.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
838,287,101,4.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
839,307,101,4.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
840,313,101,5.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
841,356,101,3.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
842,414,101,4.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
843,448,101,3.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
844,454,101,3.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
845,474,101,3.5,crime,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
846,480,101,5.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
847,500,101,1.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
848,510,101,4.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
849,567,101,3.0,off-beat comedy|quirky,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
850,597,101,5.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
851,599,101,2.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
852,600,101,4.5,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
853,603,101,4.0,,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
1091,1,151,5.0,,Rob Roy (1995),Action|Drama|Romance|War
1092,6,151,4.0,,Rob Roy (1995),Action|Drama|Romance|War
